
-17.252096172050475,37.003011029581664
-30.131707404400668,28.02338741832807
-35.28187264728778,21.59908607887223
-35.28187264728778,20.444196789277438
-61.815608228345944,3.887910116635846
-61.815608228345944,-18.9167544684799
-61.815608228345944,-28.273618444891863
-61.815608228345944,-28.273618444891863
-61.815608228345944,-28.94089401518137
-72.62947415321823,-30.881737340457335
-116.78769391743955,-35.19993023096286
-116.78769391743955,-35.19993023096286
-116.78769391743955,-35.59487077805961
-116.78769391743955,-39.45028239580846
-116.78769391743955,-40.406843017507
-116.78769391743955,-40.64406837320659
-116.78769391743955,-42.61105903910375
-116.78769391743955,-42.61105903910375
-116.78769391743955,-42.61105903910375
-116.78769391743955,-46.01419603922394
-116.78769391743955,-51.505122549563794
-116.78769391743955,-51.505122549563794
-116.78769391743955,-56.37538393681369
-116.78769391743955,-65.0877444879458
-116.78769391743955,-74.28400360267096
-116.78769391743955,-77.88013829354695
-116.78769391743955,-83.76470045864684
-116.78769391743955,-93.50223928285703
-116.78769391743955,-98.671581223891
-116.78769391743955,-100.33537248068633
-119.77503879840694,-21.504096589984776
-119.77503879840694,-22.95250125379363
-119.77503879840694,-23.728001846242243
-119.77503879840694,-25.055467440146366
-119.77503879840694,-26.746536496458997
-119.77503879840694,-36.10159522852746
-119.77503879840694,-38.94484097982282
-119.77503879840694,-47.6676857983528
-119.77503879840694,-64.93425973774295
-119.77503879840694,-67.2669704634415
-119.77503879840694,-71.49135911189303
-119.77503879840694,-76.30071257464938
-119.77503879840694,-86.28832919697918
-119.77503879840694,-86.28832919697918
-119.77503879840694,-90.6950473253204
-119.77503879840694,-96.47194694369355
-119.77503879840694,-96.47194694369355
-119.77503879840694,-96.65191574739843
-119.77503879840694,-102.26788933422328
-119.77503879840694,-102.61425606119863
-119.77503879840694,-102.61425606119863
-119.77503879840694,-102.61425606119863
-119.77503879840694,-103.01048690053541
-120.7991131772153,-104.6767586937551
-120.7991131772153,-106.01754709324975
-120.7991131772153,-106.01754709324975
-120.7991131772153,-106.15714321577335
-120.7991131772153,-108.07805315298424
-120.7991131772153,-108.07805315298424
-120.7991131772153,-108.07805315298424
-98.99211310795539,-23.252268887371986
-98.99211310795539,-34.76996905736116
-98.99211310795539,-51.46808592962079
-98.99211310795539,-56.71985319146391
-112.23170242189187,-64.29052785100227
